chr	stt	end	count.ctrl	count.treatment	rpm.ctrl	rpm.treatment	log2fc	p.val	adj.pval
1	29517000	29517200	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	30350000	30350400	3	15	30.9648651996202	139.224057917208	2.16870445978217	0.00900514084244783	0.247402062371789
1	30379000	30379200	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	31246800	31247000	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	32674200	32674600	31	52	319.970273729408	482.643400779655	0.593019772649028	0.0782250359175967	0.570542878549242
1	32875800	32876000	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	33219200	33219600	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	33223800	33224000	10	1	103.216217332067	9.28160386114721	-3.47515172999255	0.00440857440508244	0.170801923969387
1	33533800	33534000	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	33634200	33634600	8	2	82.5729738656538	18.5632077222944	-2.15322363510519	0.054727962787161	0.510082589032899
1	34402600	34402800	8	1	82.5729738656538	9.28160386114721	-3.15322363510519	0.0162720343613615	0.32119397277236
1	35224000	35224600	18	9	185.789191197721	83.5344347503249	-1.15322363510519	0.0534048319100307	0.510082589032899
1	35241600	35241800	2	9	20.6432434664134	83.5344347503249	2.01670136633712	0.0695119633682672	0.53372549328035
1	35573200	35573600	25	13	258.040543330168	120.660850194914	-1.09664010673882	0.0332738064289995	0.404943183140244
1	35776200	35776600	3	17	30.9648651996202	157.787265639502	2.34927670542399	0.00326989046051352	0.136545695801005
1	38216000	38216400	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	38554000	38554200	8	20	82.5729738656538	185.632077222944	1.16870445978217	0.0574647143237191	0.510082589032899
1	39040800	39041000	9	2	92.8945955988605	18.5632077222944	-2.3231486365475	0.0311673453627772	0.397820219103216
1	39937200	39937400	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	40362600	40363000	2	10	20.6432434664134	92.8160386114721	2.16870445978217	0.0417566805137935	0.465458950607589
1	40811800	40812000	12	5	123.859460798481	46.408019305736	-1.41625804093898	0.0861496028768609	0.608631991549951
1	41107600	41108200	7	19	72.2513521324471	176.350473361797	1.28734895628079	0.047971680996213	0.508810145287504
1	41279400	41279600	1	9	10.3216217332067	83.5344347503249	3.01670136633712	0.0232226927859875	0.352867126439598
1	41285400	41285600	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	43058600	43058800	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	43556800	43557000	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	43986600	43986800	2	11	20.6432434664134	102.097642472619	2.30620798353211	0.0248316210373054	0.358509181677062
1	44339200	44339400	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	45371200	45371400	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	45371800	45372000	1	7	10.3216217332067	64.9712270280304	2.65413128695242	0.0733899816895806	0.537366090463977
1	45510800	45511000	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	46066600	46066800	12	4	123.859460798481	37.1264154445888	-1.73818613582635	0.0418560351629722	0.465458950607589
1	47491400	47491600	2	9	20.6432434664134	83.5344347503249	2.01670136633712	0.0695119633682672	0.53372549328035
1	48502600	48503000	12	2	123.859460798481	18.5632077222944	-2.73818613582635	0.00538238240079281	0.175181509661257
1	48650000	48650200	9	2	92.8945955988605	18.5632077222944	-2.3231486365475	0.0311673453627772	0.397820219103216
1	48650600	48650800	1	8	10.3216217332067	74.2528308891776	2.84677636489481	0.0414409640926658	0.465458950607589
1	49770200	49770400	13	0	134.181082531687	0	-Inf	6.00699504609432e-05	0.0079273562748926
1	50436200	50436800	17	43	175.467569464514	399.10896602933	1.18557827834657	0.00405375827346365	0.165002613868308
1	50625800	50626000	9	0	92.8945955988605	0	-Inf	0.00119556845357888	0.0690611529086705
1	51394400	51394600	8	0	82.5729738656538	0	-Inf	0.00252521196888287	0.112548497568257
1	52074000	52074200	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	52149400	52150200	3	12	30.9648651996202	111.379246333766	1.84677636489481	0.0389225183912621	0.457854582635933
1	52793800	52794000	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	53125800	53126200	0	7	0	64.9712270280304	Inf	0.0165512524496933	0.32119397277236
1	53419200	53419400	2	13	20.6432434664134	120.660850194914	2.5472160830359	0.00857205016481795	0.241512629322842
1	53631400	53631600	1	7	10.3216217332067	64.9712270280304	2.65413128695242	0.0733899816895806	0.537366090463977
1	53739800	53740000	19	10	196.110812930928	92.8160386114721	-1.07922305366141	0.0620460965944672	0.510082589032899
1	54603000	54603200	2	9	20.6432434664134	83.5344347503249	2.01670136633712	0.0695119633682672	0.53372549328035
1	54605000	54605200	1	9	10.3216217332067	83.5344347503249	3.01670136633712	0.0232226927859875	0.352867126439598
1	54736200	54736400	2	10	20.6432434664134	92.8160386114721	2.16870445978217	0.0417566805137935	0.465458950607589
1	56073800	56074200	3	13	30.9648651996202	120.660850194914	1.96225358231475	0.0241045976359254	0.354420702889879
1	56748200	56748400	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	56894200	56894400	8	2	82.5729738656538	18.5632077222944	-2.15322363510519	0.054727962787161	0.510082589032899
1	57836800	57837000	0	7	0	64.9712270280304	Inf	0.0165512524496933	0.32119397277236
1	59770600	59771200	2	12	20.6432434664134	111.379246333766	2.43173886561597	0.0146421438101067	0.316690260230888
1	60108000	60108200	6	0	61.9297303992403	0	-Inf	0.0112651645945876	0.25889953786636
1	60108800	60109200	18	0	185.789191197721	0	-Inf	1.42875476473359e-06	0.000330609938162737
1	61018400	61018600	15	0	154.824325998101	0	-Inf	1.3464323052757e-05	0.00227439345007172
1	62148400	62148600	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	62433000	62433200	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	63101000	63101400	8	2	82.5729738656538	18.5632077222944	-2.15322363510519	0.054727962787161	0.510082589032899
1	63931000	63931200	6	0	61.9297303992403	0	-Inf	0.0112651645945876	0.25889953786636
1	64651400	64651800	3	15	30.9648651996202	139.224057917208	2.16870445978217	0.00900514084244783	0.247402062371789
1	64812800	64813000	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	64945600	64946000	1	7	10.3216217332067	64.9712270280304	2.65413128695242	0.0733899816895806	0.537366090463977
1	64990600	64990800	22	0	227.075678130548	0	-Inf	7.17720797466643e-08	2.47423259404215e-05
1	65068200	65068400	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	65495800	65496000	45	14	464.472977994302	129.942454056061	-1.83772180937726	9.74297173929428e-06	0.00169668328474391
1	66248400	66248600	4	12	41.2864869328269	111.379246333766	1.43173886561597	0.0833762806572721	0.596018676624054
1	67083200	67083800	2	26	20.6432434664134	241.321700389827	3.5472160830359	9.29693398162517e-06	0.00165100531609139
1	67084600	67085000	0	19	0	176.350473361797	Inf	5.76574831914303e-06	0.00109432607423555
1	67654400	67655000	5	19	51.6081086660336	176.350473361797	1.77277578345103	0.0125100267822995	0.284287811414554
1	70162400	70162600	19	8	196.110812930928	74.2528308891776	-1.40115114854877	0.019865383097606	0.352867126439598
1	70523400	70523600	0	8	0	74.2528308891776	Inf	0.00843143398685231	0.241512629322842
1	72031200	72031400	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	72557000	72557400	15	7	154.824325998101	64.9712270280304	-1.2527593086561	0.0561553021110928	0.510082589032899
1	73125600	73125800	16	36	165.145947731308	334.137739001299	1.01670136633712	0.017926571875356	0.338719968812656
1	74221400	74221600	47	25	485.116221460716	232.04009652868	-1.0639562970081	0.00291285684377211	0.127142061511624
1	74222800	74223000	0	8	0	74.2528308891776	Inf	0.00843143398685231	0.241512629322842
1	77041600	77041800	7	1	72.2513521324471	9.28160386114721	-2.96057855716279	0.0308983838327344	0.397820219103216
1	77937200	77937600	1	7	10.3216217332067	64.9712270280304	2.65413128695242	0.0733899816895806	0.537366090463977
1	78369000	78369200	37	19	381.900004128649	176.350473361797	-1.11474948729055	0.00688668080103243	0.217846090058127
1	78657000	78657200	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	78710600	78710800	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	80008800	80009000	6	18	61.9297303992403	167.06886950065	1.43173886561597	0.038898446423716	0.457854582635933
1	81932800	81933200	25	10	258.040543330168	92.8160386114721	-1.47515172999255	0.00594679461132467	0.189892730764643
1	81938400	81938600	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	82497200	82497400	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	83802600	83802800	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	85701600	85701800	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	86167200	86167400	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	90827800	90828400	2	9	20.6432434664134	83.5344347503249	2.01670136633712	0.0695119633682672	0.53372549328035
1	95119200	95119400	8	2	82.5729738656538	18.5632077222944	-2.15322363510519	0.054727962787161	0.510082589032899
1	97160800	97161000	1	21	10.3216217332067	194.913681084091	4.23909378767357	1.72664588145845e-05	0.0028044713682304
1	97517200	97517800	76	137	784.443251723711	1271.57972897717	0.696880934411752	0.000731259443827148	0.0512549150420256
1	98426600	98426800	2	9	20.6432434664134	83.5344347503249	2.01670136633712	0.0695119633682672	0.53372549328035
1	99985400	99985800	44	26	454.151356261096	241.321700389827	-0.912215535601394	0.01146522990374	0.263139488497249
1	101577800	101578000	8	0	82.5729738656538	0	-Inf	0.00252521196888287	0.112548497568257
1	103834800	103835200	0	7	0	64.9712270280304	Inf	0.0165512524496933	0.32119397277236
1	105479600	105479800	3	10	30.9648651996202	92.8160386114721	1.58374195906102	0.0981735454354207	0.629516548985582
1	106175400	106175600	3	10	30.9648651996202	92.8160386114721	1.58374195906102	0.0981735454354207	0.629516548985582
1	107891000	107891200	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	113744000	113744200	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	117722800	117723000	0	9	0	83.5344347503249	Inf	0.00430524272362563	0.170314192242351
1	120152800	120153000	11	3	113.537839065274	27.8448115834416	-2.02769275302133	0.0288833732922283	0.397820219103216
1	130890200	130890600	7	0	72.2513521324471	0	-Inf	0.00533358069961812	0.175181509661257
1	138263600	138263800	17	0	175.467569464514	0	-Inf	3.0178825208569e-06	0.000621683799296521
1	140326800	140327000	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	140992600	140992800	6	28	61.9297303992403	259.884908112122	2.06916878623126	0.000438096956659554	0.0371876069944381
1	144703800	144704000	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	144967600	144967800	11	1	113.537839065274	9.28160386114721	-3.61265525374249	0.00227408139403539	0.111667973569901
1	145521600	145521800	7	1	72.2513521324471	9.28160386114721	-2.96057855716279	0.0308983838327344	0.397820219103216
1	147154400	147154600	1	8	10.3216217332067	74.2528308891776	2.84677636489481	0.0414409640926658	0.465458950607589
1	148635200	148635400	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	150233400	150233600	7	1	72.2513521324471	9.28160386114721	-2.96057855716279	0.0308983838327344	0.397820219103216
1	150723800	150724000	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	154093400	154093800	5	20	51.6081086660336	185.632077222944	1.84677636489481	0.00791328038993805	0.241512629322842
1	154795800	154796000	2	11	20.6432434664134	102.097642472619	2.30620798353211	0.0248316210373054	0.358509181677062
1	156507400	156507600	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	158651000	158651200	2	9	20.6432434664134	83.5344347503249	2.01670136633712	0.0695119633682672	0.53372549328035
1	161593000	161593400	21	12	216.754056397341	111.379246333766	-0.960578557162793	0.0799659895133627	0.57738798153805
1	161696600	161696800	3	10	30.9648651996202	92.8160386114721	1.58374195906102	0.0981735454354207	0.629516548985582
1	162176600	162176800	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	162601000	162601200	7	1	72.2513521324471	9.28160386114721	-2.96057855716279	0.0308983838327344	0.397820219103216
1	163955600	163955800	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	164340200	164340800	17	7	175.467569464514	64.9712270280304	-1.43333155429792	0.0242337148850231	0.354420702889879
1	165270200	165270400	6	20	61.9297303992403	185.632077222944	1.58374195906102	0.0169118845891615	0.326326992447222
1	167490000	167490200	9	2	92.8945955988605	18.5632077222944	-2.3231486365475	0.0311673453627772	0.397820219103216
1	169865600	169865800	7	1	72.2513521324471	9.28160386114721	-2.96057855716279	0.0308983838327344	0.397820219103216
1	170295600	170295800	3	11	30.9648651996202	102.097642472619	1.72124548281095	0.0621930375370335	0.510082589032899
1	170319200	170319400	13	4	134.181082531687	37.1264154445888	-1.85366335324628	0.0257826477847734	0.369085157949484
1	174337400	174337600	18	7	185.789191197721	64.9712270280304	-1.5157937144899	0.0156223502243475	0.32119397277236
1	174696600	174697000	0	6	0	55.6896231668832	Inf	0.0325707650378729	0.397820219103216
1	175671800	175672000	6	0	61.9297303992403	0	-Inf	0.0112651645945876	0.25889953786636
1	176126200	176126400	7	0	72.2513521324471	0	-Inf	0.00533358069961812	0.175181509661257
1	176198400	176198600	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	176821800	176822000	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	177073200	177073600	11	36	113.537839065274	334.137739001299	1.55726974769983	0.0010865013952344	0.0690611529086705
1	179860000	179860200	9	3	92.8945955988605	27.8448115834416	-1.73818613582635	0.0801547961583428	0.57738798153805
1	180334400	180334600	0	6	0	55.6896231668832	Inf	0.0325707650378729	0.397820219103216
1	180335000	180335200	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	181660200	181661600	63	42	650.262169192023	389.827362168183	-0.738186135826345	0.0107770344174554	0.25889953786636
1	181662000	181662400	42	28	433.508112794682	259.884908112122	-0.738186135826345	0.0412025504725694	0.465458950607589
1	181663000	181663200	1	7	10.3216217332067	64.9712270280304	2.65413128695242	0.0733899816895806	0.537366090463977
1	182309400	182309800	14	7	144.502704264894	64.9712270280304	-1.15322363510519	0.0836955597809892	0.596282326368819
1	183638200	183638400	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	184272000	184272200	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	184603600	184603800	0	6	0	55.6896231668832	Inf	0.0325707650378729	0.397820219103216
1	184604800	184605000	1	8	10.3216217332067	74.2528308891776	2.84677636489481	0.0414409640926658	0.465458950607589
1	187413400	187413800	2	13	20.6432434664134	120.660850194914	2.5472160830359	0.00857205016481795	0.241512629322842
1	187666800	187667200	8	2	82.5729738656538	18.5632077222944	-2.15322363510519	0.054727962787161	0.510082589032899
1	188146600	188146800	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	188966400	188966600	17	7	175.467569464514	64.9712270280304	-1.43333155429792	0.0242337148850231	0.354420702889879
1	190126400	190126600	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	190595200	190595400	1	12	10.3216217332067	111.379246333766	3.43173886561597	0.00396126588172979	0.161627302594637
1	192317200	192319600	106	91	1094.09190371991	844.625951364396	-0.373349449469692	0.0742901344238354	0.543721382446892
1	192351400	192351600	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	195179000	195179200	32	15	330.291895462615	139.224057917208	-1.24633303949667	0.00511640759136702	0.175181509661257
1	196254400	196254600	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	196807600	196807800	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	199147200	199147600	10	2	103.216217332067	18.5632077222944	-2.47515172999255	0.0175300436392092	0.331970288288701
1	200322600	200322800	10	0	103.216217332067	0	-Inf	0.000566042049412087	0.0423229918582493
1	201983400	201983600	1	7	10.3216217332067	64.9712270280304	2.65413128695242	0.0733899816895806	0.537366090463977
1	205136200	205136400	0	7	0	64.9712270280304	Inf	0.0165512524496933	0.32119397277236
1	205466800	205467000	4	20	41.2864869328269	185.632077222944	2.16870445978217	0.00326141679147453	0.136545695801005
1	205739200	205739400	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	207090800	207091000	19	36	196.110812930928	334.137739001299	0.768773852893538	0.0595871593884437	0.510082589032899
1	207689800	207690000	8	1	82.5729738656538	9.28160386114721	-3.15322363510519	0.0162720343613615	0.32119397277236
1	208065800	208066000	15	8	154.824325998101	74.2528308891776	-1.06011423071371	0.0970396812087435	0.629516548985582
1	209010400	209010800	13	4	134.181082531687	37.1264154445888	-1.85366335324628	0.0257826477847734	0.369085157949484
1	209873000	209873200	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	210751200	210751400	21	9	216.754056397341	83.5344347503249	-1.37561605644164	0.0163550423913047	0.32119397277236
1	211047400	211047800	15	4	154.824325998101	37.1264154445888	-2.06011423071371	0.00945553678127813	0.2576176246925
1	212244000	212244200	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	213143600	213143800	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	213700000	213700400	15	7	154.824325998101	64.9712270280304	-1.2527593086561	0.0561553021110928	0.510082589032899
1	214513400	214513600	6	0	61.9297303992403	0	-Inf	0.0112651645945876	0.25889953786636
1	215261200	215261600	1	10	10.3216217332067	92.8160386114721	3.16870445978217	0.0129361882121476	0.288498557776243
1	215722800	215723000	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	215812000	215812200	2	9	20.6432434664134	83.5344347503249	2.01670136633712	0.0695119633682672	0.53372549328035
1	216701600	216701800	11	4	113.537839065274	37.1264154445888	-1.61265525374249	0.0670426128523466	0.525514531926607
1	217639600	217639800	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	217725000	217725200	6	0	61.9297303992403	0	-Inf	0.0112651645945876	0.25889953786636
1	218721400	218721800	2	16	20.6432434664134	148.505661778355	2.84677636489481	0.00166292835737453	0.0895466414657292
1	219832800	219833000	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	221016000	221016200	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	222221600	222221800	0	7	0	64.9712270280304	Inf	0.0165512524496933	0.32119397277236
1	223753000	223753200	7	0	72.2513521324471	0	-Inf	0.00533358069961812	0.175181509661257
1	223892400	223892800	18	34	185.789191197721	315.574531279005	0.764314204702838	0.0715177530781185	0.537366090463977
1	226372000	226372200	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	226978800	226979000	10	0	103.216217332067	0	-Inf	0.000566042049412087	0.0423229918582493
1	229770400	229770600	9	0	92.8945955988605	0	-Inf	0.00119556845357888	0.0690611529086705
1	230895200	230895400	8	1	82.5729738656538	9.28160386114721	-3.15322363510519	0.0162720343613615	0.32119397277236
1	231154200	231154400	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	231538000	231538200	11	4	113.537839065274	37.1264154445888	-1.61265525374249	0.0670426128523466	0.525514531926607
1	232574200	232574600	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
1	234385800	234386000	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	238304800	238305000	8	0	82.5729738656538	0	-Inf	0.00252521196888287	0.112548497568257
1	240011600	240011800	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	240302600	240302800	7	1	72.2513521324471	9.28160386114721	-2.96057855716279	0.0308983838327344	0.397820219103216
1	240954800	240955000	4	0	41.2864869328269	0	-Inf	0.0502536721720206	0.508810145287504
1	240989400	240989600	0	5	0	46.408019305736	Inf	0.0642585691133086	0.510082589032899
1	241243200	241243400	8	2	82.5729738656538	18.5632077222944	-2.15322363510519	0.054727962787161	0.510082589032899
1	241275600	241275800	5	0	51.6081086660336	0	-Inf	0.0237932546184408	0.352867126439598
1	242273000	242273200	7	1	72.2513521324471	9.28160386114721	-2.96057855716279	0.0308983838327344	0.397820219103216
1	243188000	243188200	7	2	72.2513521324471	18.5632077222944	-1.96057855716279	0.0946750718481918	0.629516548985582
1	243254800	243255000	1	11	10.3216217332067	102.097642472619	3.30620798353211	0.00717208975181834	0.221888168658819
1	244655200	244655400	9	2	92.8945955988605	18.5632077222944	-2.3231486365475	0.0311673453627772	0.397820219103216
1	246245200	246245400	6	1	61.9297303992403	9.28160386114721	-2.73818613582635	0.0580723397144799	0.510082589032899
